order_date,revenue,anomaly
2025-04-18,781678.61,False
2025-04-19,705216.1900000001,False
2025-04-20,903379.58,False
2025-04-21,718422.28,False
2025-04-22,737823.37,False
2025-04-23,821605.78,False
2025-04-24,779228.4400000001,False
2025-04-25,655115.76,False
2025-04-26,754456.91,False
2025-04-27,660194.5,False
2025-04-28,860748.58,False
2025-04-29,815703.62,False
2025-04-30,762166.38,False
2025-05-01,862551.34,False
2025-05-02,865591.83,False
2025-05-03,733764.13,False
2025-05-04,797593.87,False
2025-05-05,662000.16,False
2025-05-06,804099.16,False
2025-05-07,784447.01,False
2025-05-08,869820.71,False
2025-05-09,800575.24,False
2025-05-10,739131.97,False
2025-05-11,858388.25,False
2025-05-12,765440.58,False
2025-05-13,808656.13,False
2025-05-14,800036.76,False
2025-05-15,764850.15,False
2025-05-16,792722.69,False
2025-05-17,775842.59,False
2025-05-18,868884.13,False
2025-05-19,877825.08,False
2025-05-20,750699.73,False
2025-05-21,671689.24,False
2025-05-22,848684.89,False
2025-05-23,822409.63,False
2025-05-24,711829.73,False
2025-05-25,901220.39,False
2025-05-26,841026.61,False
2025-05-27,754480.13,False
2025-05-28,804478.38,False
2025-05-29,866204.33,False
2025-05-30,853818.45,False
2025-05-31,813500.5,False
2025-06-01,789930.77,False
2025-06-02,702321.02,False
2025-06-03,796811.17,False
2025-06-04,803480.46,False
2025-06-05,779599.24,False
2025-06-06,792705.0,False
2025-06-07,913571.53,False
2025-06-08,778887.89,False
2025-06-09,712281.78,False
2025-06-10,813979.08,False
2025-06-11,763100.84,False
2025-06-12,744549.24,False
2025-06-13,902172.94,False
2025-06-14,825808.8,False
2025-06-15,830862.12,False
2025-06-16,874151.09,False
2025-06-17,701069.35,False
2025-06-18,777972.24,False
2025-06-19,816621.15,False
2025-06-20,770556.33,False
2025-06-21,850507.73,False
2025-06-22,696795.01,False
2025-06-23,826146.13,False
2025-06-24,779881.45,False
2025-06-25,842104.39,False
2025-06-26,747544.28,False
2025-06-27,716461.36,False
2025-06-28,726077.85,False
2025-06-29,778423.45,False
2025-06-30,776719.2,False
2025-07-01,712513.99,False
2025-07-02,755459.8099999999,False
2025-07-03,799378.2,False
2025-07-04,816122.83,False
2025-07-05,721698.47,False
2025-07-06,819967.15,False
2025-07-07,785343.99,False
2025-07-08,646506.47,False
2025-07-09,633471.11,False
2025-07-10,1017756.41,True
2025-07-11,814838.32,False
2025-07-12,811379.68,False
2025-07-13,781090.93,False
2025-07-14,919649.21,False
2025-07-15,731081.41,False
2025-07-16,763864.38,False
2025-07-17,878142.5599999999,False
2025-07-18,750217.55,False
2025-07-19,762259.97,False
2025-07-20,770814.55,False
2025-07-21,623800.14,False
2025-07-22,696354.17,False
2025-07-23,844481.27,False
2025-07-24,668120.72,False
2025-07-25,842400.05,False
2025-07-26,697455.93,False
2025-07-27,652892.15,False
2025-07-28,905739.1799999999,False
2025-07-29,743020.86,False
2025-07-30,712286.86,False
2025-07-31,699938.33,False
2025-08-01,756724.36,False
2025-08-02,708725.5,False
2025-08-03,716218.6900000001,False
2025-08-04,775620.6,False
2025-08-05,803338.86,False
2025-08-06,799795.13,False
2025-08-07,855464.98,False
2025-08-08,939643.26,False
2025-08-09,710767.51,False
2025-08-10,862245.98,False
2025-08-11,890249.1799999999,False
2025-08-12,813879.85,False
2025-08-13,872243.71,False
2025-08-14,778796.0,False
2025-08-15,772971.36,False
2025-08-16,828182.36,False
2025-08-17,813075.08,False
2025-08-18,896996.08,False
2025-08-19,802590.67,False
2025-08-20,780410.95,False
2025-08-21,818067.1,False
2025-08-22,737423.88,False
2025-08-23,835366.32,False
2025-08-24,848023.1900000001,False
2025-08-25,749728.23,False
2025-08-26,682210.97,False
2025-08-27,806935.98,False
2025-08-28,772124.03,False
2025-08-29,746401.45,False
2025-08-30,783234.45,False
2025-08-31,750542.14,False
2025-09-01,826269.21,False
2025-09-02,762968.41,False
2025-09-03,809577.2,False
2025-09-04,787402.5,False
2025-09-05,756322.85,False
2025-09-06,739966.04,False
2025-09-07,904440.85,False
2025-09-08,828284.48,False
2025-09-09,789303.44,False
2025-09-10,808351.11,False
2025-09-11,622230.15,False
2025-09-12,794654.83,False
2025-09-13,787629.56,False
2025-09-14,740628.79,False
2025-09-15,764979.81,False
2025-09-16,916413.2,False
2025-09-17,832604.75,False
2025-09-18,704557.03,False
2025-09-19,864681.89,False
2025-09-20,881234.57,False
2025-09-21,758305.78,False
2025-09-22,665756.11,False
2025-09-23,885311.9299999999,False
2025-09-24,776603.76,False
2025-09-25,821989.28,False
2025-09-26,830298.66,False
2025-09-27,699052.43,False
2025-09-28,780365.98,False
2025-09-29,808662.52,False
2025-09-30,692552.8,False
2025-10-01,710545.73,False
2025-10-02,854287.78,False
2025-10-03,813135.08,False
2025-10-04,595321.63,True
2025-10-05,853504.0,False
2025-10-06,854077.07,False
2025-10-07,760859.68,False
2025-10-08,676046.57,False
2025-10-09,820279.13,False
2025-10-10,865460.81,False
2025-10-11,815829.46,False
2025-10-12,778352.73,False
2025-10-13,712007.6,False
2025-10-14,833974.55,False
2025-10-15,766963.3,False
2025-10-16,843878.46,False
2025-10-17,731295.63,False
2025-10-18,779116.34,False
2025-10-19,814014.72,False
2025-10-20,753384.19,False
2025-10-21,669683.8099999999,False
2025-10-22,849226.39,False
2025-10-23,713615.53,False
2025-10-24,722129.24,False
2025-10-25,741428.12,False
2025-10-26,848188.51,False
2025-10-27,776046.77,False
2025-10-28,837891.0,False
2025-10-29,842416.42,False
2025-10-30,815641.94,False
2025-10-31,743902.79,False
2025-11-01,772935.66,False
2025-11-02,840965.24,False
2025-11-03,647217.8,False
2025-11-04,783994.1,False
2025-11-05,766933.43,False
2025-11-06,907052.43,False
2025-11-07,820414.21,False
2025-11-08,691372.51,False
2025-11-09,640106.04,False
2025-11-10,586028.35,True
2025-11-11,765539.5,False
2025-11-12,781131.47,False
2025-11-13,740608.35,False
2025-11-14,926427.55,False
2025-11-15,720528.94,False
2025-11-16,800361.43,False
2025-11-17,782746.27,False
2025-11-18,705292.71,False
2025-11-19,722307.51,False
2025-11-20,748419.48,False
2025-11-21,616589.66,False
2025-11-22,736085.91,False
2025-11-23,848037.8,False
2025-11-24,728246.96,False
2025-11-25,801163.1,False
2025-11-26,866900.5,False
2025-11-27,748895.05,False
2025-11-28,780176.65,False
2025-11-29,782085.1900000001,False
2025-11-30,902602.0,False
2025-12-01,831608.16,False
2025-12-02,928626.47,False
2025-12-03,851712.4400000001,False
2025-12-04,864031.95,False
2025-12-05,803857.01,False
2025-12-06,776806.67,False
2025-12-07,825751.97,False
2025-12-08,692452.57,False
2025-12-09,736478.47,False
2025-12-10,837419.02,False
2025-12-11,731102.5,False
2025-12-12,869919.06,False
2025-12-13,876288.74,False
2025-12-14,765155.96,False
2025-12-15,843541.76,False
2025-12-16,812884.45,False
2025-12-17,761875.4,False
2025-12-18,671698.14,False
2025-12-19,686444.06,False
2025-12-20,755709.67,False
2025-12-21,869704.54,False
2025-12-22,703643.55,False
2025-12-23,738748.74,False
2025-12-24,855947.45,False
2025-12-25,836872.72,False
2025-12-26,817252.94,False
2025-12-27,892254.05,False
2025-12-28,773792.17,False
2025-12-29,790024.07,False
2025-12-30,700244.41,False
2025-12-31,911299.47,False
2026-01-01,792900.45,False
2026-01-02,894715.94,False
2026-01-03,716608.95,False
2026-01-04,780766.39,False
2026-01-05,904497.35,False
2026-01-06,663763.15,False
2026-01-07,791774.79,False
2026-01-08,857486.15,False
2026-01-09,788200.22,False
2026-01-10,828516.43,False
2026-01-11,789416.85,False
2026-01-12,727911.88,False
2026-01-13,801588.67,False
2026-01-14,791868.85,False
2026-01-15,765744.41,False
2026-01-16,636588.49,False
2026-01-17,858985.52,False
2026-01-18,806631.79,False
2026-01-19,848408.41,False
2026-01-20,867427.04,False
2026-01-21,782821.86,False
2026-01-22,708002.15,False
2026-01-23,883111.79,False
2026-01-24,790903.57,False
2026-01-25,855437.58,False
2026-01-26,882805.53,False
2026-01-27,818121.03,False
2026-01-28,679639.73,False
2026-01-29,872277.0,False
2026-01-30,678390.04,False
2026-01-31,728129.66,False
2026-02-01,894166.66,False
2026-02-02,798484.33,False
2026-02-03,815474.4299999999,False
2026-02-04,910461.59,False
2026-02-05,797964.98,False
2026-02-06,825017.46,False
2026-02-07,711903.13,False
2026-02-08,797107.65,False
2026-02-09,763869.97,False
2026-02-10,777074.03,False
2026-02-11,719989.65,False
2026-02-12,741512.57,False
2026-02-13,763119.21,False
2026-02-14,722875.3,False
2026-02-15,799537.1,False
2026-02-16,779090.75,False
2026-02-17,811216.08,False
2026-02-18,835823.83,False
2026-02-19,765098.92,False
2026-02-20,705863.36,False
2026-02-21,714456.28,False
2026-02-22,804550.6799999999,False
2026-02-23,885237.66,False
2026-02-24,898635.11,False
2026-02-25,727063.13,False
2026-02-26,703965.16,False
2026-02-27,742619.51,False
2026-02-28,592876.4,True
2026-03-01,801832.76,False
2026-03-02,960443.59,False
2026-03-03,772859.05,False
2026-03-04,833648.01,False
2026-03-05,800091.35,False
2026-03-06,766111.36,False
2026-03-07,728937.07,False
2026-03-08,863860.47,False
2026-03-09,794205.74,False
2026-03-10,818340.14,False
2026-03-11,738746.1900000001,False
2026-03-12,861466.64,False
2026-03-13,834796.59,False
2026-03-14,909524.58,False
2026-03-15,896277.61,False
2026-03-16,804549.31,False
2026-03-17,847088.14,False
2026-03-18,797778.13,False
2026-03-19,884653.76,False
2026-03-20,825934.7,False
2026-03-21,755181.5599999999,False
2026-03-22,902477.81,False
2026-03-23,776221.5,False
2026-03-24,714830.71,False
2026-03-25,775889.58,False
2026-03-26,792949.95,False
2026-03-27,729983.14,False
2026-03-28,827108.65,False
2026-03-29,735779.72,False
2026-03-30,680972.7,False
2026-03-31,844459.64,False
2026-04-01,764512.14,False
2026-04-02,885589.21,False
2026-04-03,825876.57,False
2026-04-04,753622.28,False
2026-04-05,802979.32,False
2026-04-06,824937.51,False
2026-04-07,741255.76,False
2026-04-08,764112.16,False
2026-04-09,671694.08,False
2026-04-10,878364.58,False
2026-04-11,822124.2,False
2026-04-12,689783.78,False
2026-04-13,794777.23,False
2026-04-14,870151.4,False
2026-04-15,824281.95,False
2026-04-16,824666.65,False
2026-04-17,775849.95,False
2026-04-18,687780.23,False
2026-04-19,790284.23,False
2026-04-20,735746.15,False
2026-04-21,925168.99,False
2026-04-22,621504.54,False
2026-04-23,714915.71,False
2026-04-24,816717.08,False
2026-04-25,892821.57,False
2026-04-26,975560.3,True
2026-04-27,851891.79,False
2026-04-28,733222.83,False
2026-04-29,780501.54,False
2026-04-30,802506.78,False
2026-05-01,684478.98,False
2026-05-02,815212.89,False
2026-05-03,848145.55,False
2026-05-04,756093.57,False
2026-05-05,757223.75,False
2026-05-06,656001.68,False
2026-05-07,828159.77,False
2026-05-08,773180.0,False
2026-05-09,873671.65,False
2026-05-10,698017.08,False
2026-05-11,834461.2,False
2026-05-12,782056.25,False
2026-05-13,763561.1,False
2026-05-14,731653.3,False
2026-05-15,663578.3,False
2026-05-16,758828.16,False
2026-05-17,889338.16,False
2026-05-18,847537.08,False
2026-05-19,796009.12,False
2026-05-20,807703.33,False
2026-05-21,709779.69,False
2026-05-22,826588.04,False
2026-05-23,790046.77,False
2026-05-24,793994.82,False
2026-05-25,706579.75,False
2026-05-26,812849.8099999999,False
2026-05-27,771688.47,False
2026-05-28,677464.48,False
2026-05-29,780518.3,False
2026-05-30,770034.45,False
2026-05-31,874057.46,False
2026-06-01,776261.68,False
2026-06-02,806145.77,False
2026-06-03,749539.26,False
2026-06-04,746533.4,False
2026-06-05,739853.59,False
2026-06-06,812128.4,False
2026-06-07,851556.15,False
2026-06-08,774651.34,False
2026-06-09,800973.66,False
2026-06-10,838575.15,False
2026-06-11,918151.61,False
2026-06-12,788780.1,False
2026-06-13,838639.64,False
2026-06-14,694299.6,False
2026-06-15,810581.53,False
2026-06-16,826427.03,False
2026-06-17,843856.81,False
2026-06-18,641601.06,False
2026-06-19,832290.13,False
2026-06-20,806460.6,False
2026-06-21,793526.19,False
2026-06-22,806164.25,False
2026-06-23,846525.09,False
2026-06-24,873647.72,False
2026-06-25,700580.09,False
2026-06-26,749871.19,False
2026-06-27,713935.41,False
2026-06-28,756133.03,False
2026-06-29,819668.5,False
2026-06-30,648114.32,False
