customer_id,customer_type,city,revenue,orders,avg_order_value
C00207,Returning,Abha,68959.15,22,3134.51
C00208,New,Jeddah,114655.58,31,3698.57
C00209,Returning,Riyadh,99197.75,25,3967.91
C00210,New,Abha,64281.04,22,2921.87
C00211,Returning,Makkah,104270.86,24,4344.62
C00212,Returning,Madinah,85874.52,20,4293.73
C00213,Returning,Jeddah,81099.17,24,3379.13
C00214,New,Khobar,105532.4,31,3404.27
C00215,New,Makkah,66917.56,21,3186.55
C00216,Loyal,Riyadh,51340.25,14,3667.16
C00217,Returning,Riyadh,65280.9,18,3626.72
C00218,Returning,Khobar,64142.8,17,3773.11
C00219,Returning,Dammam,55419.97,22,2519.09
C00220,New,Makkah,45970.05,13,3536.16
C00221,Loyal,Makkah,75079.0,25,3003.16
C00222,Loyal,Dammam,59292.9,17,3487.82
C00223,Loyal,Riyadh,83835.0,21,3992.14
C00224,Loyal,Abha,46168.829999999994,15,3077.92
C00225,Returning,Madinah,75571.95,22,3435.09
C00226,Returning,Riyadh,72534.64,20,3626.73
C00227,Loyal,Makkah,79444.22,22,3611.1
C00228,Returning,Madinah,75402.83,20,3770.14
C00229,Loyal,Jeddah,62324.32,19,3280.23
C00230,Loyal,Madinah,44072.84,14,3148.06
C00231,Loyal,Dammam,33597.74,11,3054.34
C00232,Returning,Makkah,68503.11,18,3805.73
C00233,Returning,Khobar,77723.31,25,3108.93
C00234,New,Jeddah,89163.53,22,4052.89
C00235,Loyal,Abha,74035.29000000001,23,3218.93
C00236,New,Jeddah,77338.22,14,5524.16
C00237,New,Riyadh,51130.53,13,3933.12
C00238,Loyal,Madinah,62440.72,22,2838.21
C00239,New,Makkah,53560.69,15,3570.71
C00240,Returning,Riyadh,118346.64,28,4226.67
C00241,Returning,Riyadh,70441.14,19,3707.43
C00242,Returning,Makkah,59245.73,16,3702.86
C00243,Returning,Madinah,55216.57,16,3451.04
C00244,Returning,Makkah,107851.0,33,3268.21
C00245,Loyal,Abha,60542.090000000004,18,3363.45
C00246,Returning,Dammam,82614.51,24,3442.27
C00247,Returning,Riyadh,32712.36,11,2973.85
C00248,New,Abha,54999.47,15,3666.63
C00249,New,Abha,98650.56,25,3946.02
C00250,Returning,Makkah,89199.38,25,3567.98
C00251,Returning,Riyadh,103221.42,25,4128.86
C00252,New,Khobar,47290.15,15,3152.68
C00253,Returning,Riyadh,53574.51,18,2976.36
C00254,Returning,Madinah,119804.96,29,4131.21
C00255,New,Riyadh,98581.9,25,3943.28
C00256,Loyal,Abha,77933.94,23,3388.43
C00257,Loyal,Makkah,66788.84,22,3035.86
C00258,Returning,Dammam,43024.590000000004,18,2390.26
C00259,Returning,Khobar,40096.04,13,3084.31
C00260,Returning,Madinah,73926.02,17,4348.59
C00261,New,Makkah,48729.91,17,2866.47
C00262,New,Dammam,51673.36,20,2583.67
C00263,Loyal,Jeddah,62458.8,13,4804.52
C00264,Loyal,Makkah,68630.55,20,3431.53
C00265,Returning,Jeddah,60118.59,21,2862.79
C00266,Loyal,Riyadh,52743.18,15,3516.21
C00267,Returning,Abha,94395.78,26,3630.61
C00268,New,Abha,68950.15,16,4309.38
C00269,Returning,Dammam,37171.11,13,2859.32
C00270,Returning,Riyadh,54104.59,15,3606.97
C00271,Loyal,Madinah,70212.06,16,4388.25
C00272,New,Makkah,60201.67,20,3010.08
C00273,Returning,Riyadh,41094.65,15,2739.64
C00274,Loyal,Abha,100404.51,24,4183.52
C00275,New,Riyadh,70186.96,23,3051.61
C00276,Returning,Madinah,64798.52,20,3239.93
C00277,Loyal,Makkah,56564.74,13,4351.13
C00278,Loyal,Madinah,48528.52,13,3732.96
C00279,Loyal,Makkah,72339.81,22,3288.17
C00280,Returning,Makkah,55161.03,16,3447.56
C00281,Returning,Madinah,51710.38,15,3447.36
C00282,Returning,Makkah,49244.97,16,3077.81
C00283,New,Madinah,93428.02,23,4062.09
C00284,Loyal,Riyadh,56148.130000000005,17,3302.83
C00285,Loyal,Madinah,94603.95999999999,24,3941.83
C00286,New,Jeddah,54816.03,21,2610.29
C00287,Returning,Madinah,35301.3,11,3209.21
C00288,New,Madinah,92836.22,25,3713.45
C00289,Loyal,Abha,58337.94,16,3646.12
C00290,Returning,Jeddah,61707.93,20,3085.4
C00291,Loyal,Abha,42869.479999999996,13,3297.65
C00292,New,Khobar,39416.52,15,2627.77
C00293,New,Khobar,78199.35,23,3399.97
C00294,New,Dammam,75984.17,19,3999.17
C00295,New,Khobar,89386.26,23,3886.36
C00296,Returning,Madinah,33344.85,13,2564.99
C00297,New,Abha,60854.03,19,3202.84
C00298,New,Dammam,71699.35,18,3983.3
C00299,Loyal,Khobar,72118.26,20,3605.91
C00300,Returning,Jeddah,68899.72,21,3280.94
C00301,New,Riyadh,65049.009999999995,21,3097.57
C00302,Loyal,Makkah,68940.13,25,2757.61
C00303,Loyal,Abha,72660.36,20,3633.02
C00304,Loyal,Madinah,52698.729999999996,15,3513.25
C00305,Loyal,Khobar,71854.36,22,3266.11
C00306,New,Dammam,99758.92,22,4534.5
C00307,Returning,Dammam,66902.3,17,3935.43
C00308,Loyal,Riyadh,52552.05,21,2502.48
C00309,New,Madinah,34263.340000000004,13,2635.64
C00310,Returning,Jeddah,99997.85,27,3703.62
C00311,Returning,Jeddah,77571.7,17,4563.04
C00312,Returning,Jeddah,55576.12,16,3473.51
C00313,Loyal,Riyadh,96581.28,28,3449.33
C00314,New,Riyadh,66608.03,15,4440.54
C00315,Returning,Khobar,84110.73,27,3115.21
C00316,New,Makkah,62971.77,19,3314.3
C00317,Returning,Riyadh,114754.87,29,3957.06
C00318,Returning,Jeddah,120191.48,29,4144.53
C00319,Returning,Jeddah,50470.55,13,3882.35
C00320,New,Dammam,56093.0,19,2952.26
C00321,Returning,Madinah,80786.48999999999,22,3672.11
C00322,Loyal,Abha,70460.34,23,3063.49
C00323,Returning,Abha,89991.28,18,4999.52
C00324,Loyal,Abha,83160.22,25,3326.41
C00325,Loyal,Jeddah,55862.52,21,2660.12
C00326,Returning,Dammam,37043.07,13,2849.47
C00327,New,Jeddah,79667.07,22,3621.23
C00328,Returning,Madinah,115265.6,26,4433.29
C00329,Loyal,Madinah,84449.34,27,3127.75
C00330,Loyal,Abha,68128.71,16,4258.04
C00331,Returning,Riyadh,79625.31,21,3791.68
C00332,New,Dammam,73101.36,18,4061.19
C00333,Returning,Dammam,78899.91,25,3156.0
C00334,Loyal,Makkah,64086.64,17,3769.8
C00335,Loyal,Abha,62011.96,19,3263.79
C00336,New,Dammam,50337.56,13,3872.12
C00337,Loyal,Riyadh,86568.9,20,4328.44
C00338,Loyal,Makkah,54810.28,12,4567.52
C00339,New,Abha,122303.18,23,5317.53
C00340,Returning,Makkah,56185.04,19,2957.11
C00341,Returning,Khobar,88144.18,19,4639.17
C00342,New,Jeddah,75664.95,16,4729.06
C00343,Returning,Abha,59732.5,21,2844.4
C00344,Loyal,Jeddah,66956.45,20,3347.82
C00345,Returning,Madinah,73394.41,22,3336.11
C00346,New,Dammam,51482.229999999996,18,2860.12
C00347,Loyal,Dammam,36415.74,16,2275.98
C00348,Loyal,Jeddah,53053.58,16,3315.85
C00349,Returning,Jeddah,101320.19,31,3268.39
C00350,Returning,Dammam,38493.83,12,3207.82
C00351,Returning,Dammam,69920.1,23,3040.0
C00352,Loyal,Jeddah,75874.03,21,3613.05
C00353,New,Dammam,83930.63,24,3497.11
C00354,Returning,Jeddah,36597.8,13,2815.22
C00355,Loyal,Khobar,88832.1,20,4441.61
C00356,Returning,Abha,80092.75,19,4215.41
C00357,Returning,Jeddah,63678.76,21,3032.32
C00358,Returning,Dammam,68967.39,22,3134.88
C00359,New,Riyadh,38560.02,13,2966.16
C00360,Returning,Madinah,59880.29,18,3326.68
C00361,Returning,Abha,86675.49,24,3611.48
C00362,Returning,Khobar,53462.84,14,3818.77
C00363,Loyal,Abha,86904.23,25,3476.17
C00364,Returning,Jeddah,47557.34,18,2642.07
C00365,Loyal,Jeddah,35477.38,15,2365.16
C00366,Returning,Khobar,70787.34,19,3725.65
C00367,Returning,Jeddah,82173.05,25,3286.92
C00368,Returning,Makkah,83357.4,20,4167.87
C00369,Returning,Khobar,57810.69,19,3042.67
C00370,New,Dammam,61106.68,19,3216.14
C00371,Loyal,Madinah,62839.5,18,3491.08
C00372,Returning,Madinah,41244.76,14,2946.05
C00373,New,Jeddah,84519.11,25,3380.76
C00374,Returning,Riyadh,48338.9,13,3718.38
C00375,New,Dammam,84254.53,25,3370.18
C00376,Loyal,Khobar,43247.83,12,3603.99
C00377,New,Dammam,50050.72,13,3850.06
C00378,New,Dammam,89204.49,18,4955.8
C00379,Loyal,Abha,100087.52,27,3706.95
C00380,Loyal,Dammam,46200.0,21,2200.0
C00381,Returning,Dammam,60603.67,18,3366.87
C00382,Returning,Riyadh,61423.87,19,3232.84
C00383,Loyal,Makkah,66031.88,21,3144.38
C00384,Returning,Khobar,96696.42,22,4395.29
C00385,Returning,Jeddah,79674.09,20,3983.7
C00386,Returning,Dammam,62662.5,23,2724.46
C00387,New,Dammam,91983.12,23,3999.27
C00388,Returning,Makkah,82385.42,23,3581.97
C00389,Returning,Jeddah,46314.58,16,2894.66
C00390,New,Khobar,53410.74,18,2967.26
C00391,New,Khobar,73600.71,20,3680.04
C00392,New,Khobar,47962.0,18,2664.56
C00393,Returning,Jeddah,34876.09,17,2051.53
C00394,New,Madinah,36863.32,15,2457.55
C00395,New,Madinah,47656.73,15,3177.12
C00396,Returning,Madinah,86087.55,19,4530.92
C00397,Returning,Khobar,99260.4,25,3970.42
C00398,Loyal,Riyadh,77136.38,23,3353.76
C00399,Returning,Makkah,62609.63,19,3295.24
C00400,New,Abha,64639.11,21,3078.05
C00401,New,Riyadh,89885.72,24,3745.24
C00402,Returning,Makkah,103671.02,26,3987.35
C00403,Returning,Makkah,95365.85,26,3667.92
C00404,Returning,Khobar,81924.14,21,3901.15
C00405,New,Riyadh,49385.25,17,2905.01
C00406,New,Riyadh,114788.34,26,4414.94
C00407,New,Makkah,75705.63,21,3605.03
C00408,Loyal,Makkah,64791.81,22,2945.08
C00409,Loyal,Makkah,54865.11,19,2887.64
C00410,Loyal,Riyadh,94345.92,25,3773.84
C00411,Loyal,Abha,113191.57,23,4921.37
C00412,Returning,Khobar,52893.39,17,3111.38
C00413,Returning,Makkah,52248.7,20,2612.44
C00414,Loyal,Madinah,87071.02,23,3785.7
C00415,Returning,Abha,89326.48,26,3435.63
C00416,Returning,Jeddah,56226.88,19,2959.31
C00417,Returning,Dammam,77990.69,19,4104.77
C00418,New,Makkah,94275.08,23,4098.92
C00419,Loyal,Madinah,99401.35,29,3427.63
C00420,Loyal,Madinah,54141.62,16,3383.85
C00421,Loyal,Jeddah,52013.68,18,2889.65
C00422,Returning,Makkah,89006.45,22,4045.75
C00423,Returning,Dammam,56822.47,18,3156.8
C00424,Returning,Jeddah,56777.57,18,3154.31
C00425,Loyal,Abha,45157.25,14,3225.52
C00426,Returning,Abha,57964.31,14,4140.31
C00427,Returning,Dammam,96473.24,20,4823.66
C00428,Returning,Riyadh,99321.77,28,3547.21
C00429,New,Makkah,89289.92,22,4058.63
C00430,Returning,Madinah,59995.26,19,3157.65
C00431,Returning,Dammam,75718.84,16,4732.43
C00432,New,Dammam,113450.28,28,4051.8
C00433,Returning,Makkah,96977.66,26,3729.91
C00434,Returning,Abha,71360.94,17,4197.7
C00435,New,Riyadh,79584.94,24,3316.04
C00436,Returning,Abha,100543.93,28,3590.85
C00437,Loyal,Jeddah,67774.8,20,3388.74
C00438,Loyal,Khobar,53212.79,23,2313.6
C00439,Returning,Abha,88564.59999999999,21,4217.36
C00440,New,Khobar,57334.4,19,3017.6
C00441,New,Khobar,67000.2,15,4466.68
C00442,New,Jeddah,27751.87,11,2522.9
C00443,Returning,Jeddah,92871.53,24,3869.65
C00444,Returning,Riyadh,107779.04000000001,25,4311.16
C00445,Loyal,Riyadh,89458.47,21,4259.93
C00446,New,Abha,92145.46,26,3544.06
C00447,Returning,Jeddah,31481.34,15,2098.76
C00448,Returning,Khobar,55676.76,14,3976.91
C00449,New,Riyadh,69689.09,21,3318.53
C00450,Returning,Khobar,89131.95,29,3073.52
C00451,Returning,Riyadh,33402.57,15,2226.84
C00452,New,Dammam,77702.48999999999,18,4316.8
C00453,Returning,Makkah,66134.57,18,3674.14
C00454,Returning,Makkah,60186.07,20,3009.3
C00455,Returning,Makkah,89853.63,22,4084.26
C00456,New,Jeddah,62383.829999999994,20,3119.19
C00457,New,Makkah,106281.08,23,4620.92
C00458,New,Makkah,54041.39,19,2844.28
C00459,Loyal,Dammam,75806.02,21,3609.81
C00460,Returning,Riyadh,55293.45,14,3949.53
C00461,Returning,Madinah,67451.82,19,3550.1
C00462,Returning,Jeddah,78463.55,25,3138.54
C00463,New,Makkah,71536.84,23,3110.3
C00464,New,Madinah,68906.68000000001,19,3626.67
C00465,New,Abha,70880.56,22,3221.84
C00466,New,Dammam,61959.5,14,4425.68
C00467,Returning,Dammam,64621.8,22,2937.35
C00468,New,Dammam,56337.93,16,3521.12
C00469,Loyal,Dammam,57782.52,20,2889.13
C00470,Returning,Jeddah,64032.79,20,3201.64
C00471,Loyal,Jeddah,81327.76,20,4066.39
C00472,Returning,Makkah,58587.74,14,4184.84
C00473,Returning,Madinah,59775.99,19,3146.1
C00474,Loyal,Makkah,92661.81,24,3860.91
C00475,Returning,Jeddah,62705.32,17,3688.55
C00476,Loyal,Madinah,93409.84,21,4448.09
C00477,New,Makkah,70566.87,23,3068.12
C00478,New,Khobar,86766.11,24,3615.25
C00479,Returning,Makkah,82587.1,19,4346.69
C00480,New,Jeddah,55514.56,17,3265.56
C00481,Returning,Khobar,64085.83,20,3204.29
C00482,New,Jeddah,86502.97,23,3761.0
C00483,Returning,Jeddah,49045.2,22,2229.33
C00484,Loyal,Makkah,58165.53,17,3421.5
C00485,Loyal,Madinah,87249.3,21,4154.73
C00486,New,Madinah,35067.270000000004,14,2504.81
C00487,Loyal,Makkah,98075.7,24,4086.49
C00488,Loyal,Dammam,77730.82,23,3379.6
C00489,Returning,Dammam,45556.99,13,3504.38
C00490,Loyal,Dammam,74809.47,19,3937.34
C00491,New,Makkah,73513.95,20,3675.7
C00492,Loyal,Dammam,40789.130000000005,16,2549.32
C00493,Returning,Riyadh,49335.1,14,3523.94
C00494,Returning,Dammam,75265.25,18,4181.4
C00495,Loyal,Madinah,65743.78,19,3460.2
C00496,Returning,Dammam,78027.05,22,3546.68
C00497,New,Khobar,63508.86,16,3969.3
C00498,Returning,Jeddah,67236.91,21,3201.76
C00499,Returning,Madinah,79159.54000000001,21,3769.5
C00500,New,Makkah,56557.86,16,3534.87
C00501,New,Madinah,55200.19,18,3066.68
C00502,Returning,Jeddah,109689.79,28,3917.49
C00503,Returning,Abha,57238.31,18,3179.91
C00504,Returning,Makkah,61946.24,26,2382.55
C00505,Returning,Khobar,51927.0,19,2733.0
C00506,New,Makkah,51396.23,20,2569.81
C00507,New,Riyadh,65654.99,21,3126.43
C00508,Returning,Dammam,95883.78,35,2739.54
C00509,Returning,Khobar,52336.34,16,3271.02
C00510,Returning,Riyadh,78909.3,23,3430.84
C00511,New,Khobar,66615.86,19,3506.1
C00512,Loyal,Khobar,50294.54,14,3592.47
C00513,Returning,Jeddah,63823.92,16,3989.0
C00514,Returning,Madinah,73889.69,19,3888.93
C00515,Returning,Abha,67102.19,20,3355.11
C00516,Loyal,Makkah,88044.44,23,3828.02
C00517,Returning,Jeddah,39856.92,14,2846.92
C00518,Returning,Riyadh,93487.92,24,3895.33
C00519,Returning,Jeddah,43733.61,18,2429.64
C00520,New,Dammam,94352.98,23,4102.3
C00521,New,Madinah,79342.8,23,3449.69
C00522,Returning,Riyadh,64981.229999999996,20,3249.06
C00523,Returning,Riyadh,62601.31,17,3682.43
C00524,New,Jeddah,77865.47,21,3707.88
C00525,Loyal,Khobar,46516.45,17,2736.26
C00526,Returning,Riyadh,85807.25,21,4086.06
C00527,Returning,Jeddah,48653.53,16,3040.85
C00528,Loyal,Dammam,69725.58,19,3669.77
C00529,Returning,Abha,66386.65,22,3017.58
C00530,Returning,Abha,54404.5,17,3200.26
C00531,Returning,Jeddah,46300.79,15,3086.72
C00532,New,Abha,56784.34,18,3154.69
C00533,New,Abha,46549.01,13,3580.69
C00534,New,Dammam,55862.92,19,2940.15
C00535,Returning,Dammam,129034.77,27,4779.07
C00536,New,Dammam,54979.72,20,2748.99
C00537,Loyal,Jeddah,72098.43000000001,20,3604.92
C00538,New,Makkah,60005.82,19,3158.2
C00539,Returning,Madinah,55428.130000000005,14,3959.15
C00540,New,Jeddah,90147.06,25,3605.88
C00541,New,Madinah,72703.92,19,3826.52
C00542,Loyal,Khobar,86546.2,23,3762.88
C00543,Returning,Makkah,95837.09,27,3549.52
C00544,Returning,Khobar,76975.23,23,3346.75
C00545,Loyal,Dammam,87688.67,23,3812.55
C00546,Loyal,Dammam,64130.84,16,4008.18
C00547,New,Khobar,60621.92,26,2331.61
C00548,Returning,Jeddah,82036.03,24,3418.17
C00549,Returning,Dammam,102741.1,23,4467.0
C00550,New,Khobar,60950.35,16,3809.4
C00551,New,Riyadh,39752.28,14,2839.45
C00552,New,Khobar,59744.58,18,3319.14
C00553,New,Makkah,63944.67,18,3552.48
C00554,New,Riyadh,62827.74,19,3306.72
C00555,Returning,Jeddah,79595.52,20,3979.78
C00556,New,Abha,31784.73,14,2270.34
C00557,New,Riyadh,89699.98,28,3203.57
